id,cost,category,name,brand,retail_price,department
1629,23.5723504893,fashion hoodies & sweatshirts,carhartt women's hooded knit jacket,,45.9500007629,women
8600,16.0155507241,outerwear & coats,women's micro fleece vest (up to size 4x),,35.9900016785,women
9482,5.7119999528,socks & hosiery,keen women bellingham low ultralite sock,,16.0,women
10598,9.616399957,intimates,jms comfort lace with hidden shaper,,16.5799999237,women
11389,12.5119999945,intimates,shadowline 36 flare half slip (47116),,23.0,women
11668,18.662400725,intimates,everyday comfort cami,,38.4000015259,women
11843,33.8999999687,intimates,wendy glez rose cami black,,60.0,women
13863,9.5544999626,accessories,husky animal hat with mittens,,24.25,women
13921,1.6419000095,accessories,new aluminum credit card wallet - rfid blocking case - pink (new products),,4.2100000381000005,women
15723,4.8751198873,plus,vintage wayfarer nerd retro 80s mirrored sunglasses w132,,9.9899997711,women
15757,2.2355100181,plus,new aluminum credit card wallet - rfid blocking case - pink (new products),,4.2100000381000005,women
16309,11.5199999884,tops & tees,hurley men's one and only short sleeve tee,,20.0,men
16559,14.9442498248,tops & tees,gildan adult ultra cottontm sleeveless t-shirt,,25.9899997711,men
16898,13.9249999658,tops & tees,quiksilver waterman men's on the rise,,25.0,men
21207,30.7543502958,jeans,ariat 9424 men's m4 low rise boot tumbled,,59.9500007629,men
21484,30.2854999769,jeans,true nation big & tall relaxed-fit jeans,,59.5,men
23769,18.5400000215,outerwear & coats,stormtech men's chinook fleece vest,,45.0,men
24287,39.4880487766,outerwear & coats,adidas men's hiking hooded 1side fleece jacket,,89.9499969482,men
25135,12.4763997392,socks,volcom men's argyle socks,,22.4799995422,men
25187,14.4250000361,socks,sockguy men's kokopelli socks,,25.0,men
27288,12.7266098796,sleep & lounge,white and black check dot vip flannel pants for lounging sleep sports. unisex relaxed fit,,28.9899997711,men
27543,19.8720000386,swim,harbor bay big & tall swim rash guard,,36.0,men
27640,29.3535000631,swim,o'neill hangover boardshorts,,49.5,men
27297,8.7556198455,sleep & lounge,big & tall pajamas tricot knit,bco,19.9899997711,men
18546,16.0800001025,active,bdi men's mountain bike short,bdi,40.0,men
18067,26.8408692199,active,dgk freshman hooded varsity sweatshirt - men's,dgk,64.9899978638,men
17712,21.2941097818,fashion hoodies & sweatshirts,fmf racing men's true colors fleece,fmf,38.2299995422,men
17782,28.6000000387,fashion hoodies & sweatshirts,fmf racing men's departed top,fmf,52.0,men
17950,24.9420610183,fashion hoodies & sweatshirts,fmf racing men's mayday top,fmf,41.9900016785,men
17982,24.3644806707,fashion hoodies & sweatshirts,fmf racing men's classic don,fmf,40.8800010681,men
17986,22.7315504395,fashion hoodies & sweatshirts,fmf orgin zip up sweatshirt - heather grey,fmf,39.9500007629,men
20360,42.5979997292,suits & sport coats,fmf stacked full zip jacket - black,fmf,118.0,men
13969,2.8629999869000002,accessories,g&g black wayfarer 80's blues brothers sunglasses super dark,g&g,7.0,women
14303,8.8155898919,accessories,g&g bifocal sun readers spring hinge sunglasses eye glasses,g&g,19.9899997711,women
15863,3.4089999981,plus,g&g black wayfarer 80's blues brothers sunglasses super dark,g&g,7.0,women
28848,2.8769999891999998,accessories,g&g black wayfarer 80's blues brothers sunglasses super dark,g&g,7.0,men
8389,11.3836198777,outerwear & coats,womens duffle toggle coat (inf),inf,25.9899997711,women
6548,13.674999959800001,shorts,jet corp women's over dye stretch fit short,jet,25.0,women
23920,46.5254987027,outerwear & coats,nrs men's endurance splash jacket,nrs,94.9499969482,men
20212,124.4899995252,suits & sport coats,nau vice blazer - men's,nau,295.0,men
25713,9.2340000272,underwear,ppu-1235 -men's modern elastic side strapped striped brief - black/blue blue/red or white/black,ppu,19.0,men
5315,22.0744808949,pants & capris,rsq miami womens jeggings,rsq,39.9900016785,women
6830,12.4700098846,shorts,rsq new edge womens shorts,rsq,24.9899997711,women
20844,25.2393908887,jeans,rsq london mens skinny jeans,rsq,44.9900016785,men
20925,23.2598308255,jeans,rsq london mens skinny jeans,rsq,44.9900016785,men
21301,22.8099308188,jeans,rsq vancouver mens slim slouch jeans,rsq,44.9900016785,men
21638,24.7445008729,jeans,rsq vancouver mens slim slouch jeans,rsq,44.9900016785,men
21963,17.7555607506,pants,rsq london mens skinny pants,rsq,39.9900016785,men
22066,19.7752504193,pants,rsq london mens skinny pants,rsq,39.9500007629,men
22419,17.1957007843,pants,rsq london mens skinny pants,rsq,39.9900016785,men
22507,18.0754807792,pants,rsq amsterdam relaxed mens twill pants,rsq,39.9900016785,men
27178,8.8214699222,sleep & lounge,green plaid fleece bathrobe for men,wxy,24.9899997711,men
8918,8.3264999846,socks & hosiery,180s men's foundation glove,180s,19.5,women
13615,12.8099999763,accessories,180s women's tahoe earmuff,180s,30.0,women
13684,7.99478987,accessories,180s women's keystone earmuff,180s,18.9899997711,women
13692,12.1799999569,accessories,ear warmers stretch fleece tahoe,180s,30.0,women
13720,7.8779999746,accessories,180s men's foundation glove,180s,19.5,women
13756,9.2462998948,accessories,180s women's lush ear warmer,180s,24.9899997711,women
13961,9.6543997909,accessories,180s women's down ear warmer,180s,22.3999996185,women
15255,15.9899999946,plus,180s women's tahoe earmuff,180s,30.0,women
15357,12.9250000231,plus,180s women's tahoe ear warmer,180s,25.0,women
15379,10.4065198825,plus,180s women's keystone earmuff,180s,18.9899997711,women
15401,14.5500000101,plus,ear warmers stretch fleece tahoe,180s,30.0,women
15489,5.8439999968,plus,180s women's tahoe ear warmer,180s,12.0,women
15524,11.6703298976,plus,180s women's lush ear warmer,180s,24.9899997711,women
28330,13.0200000107,accessories,180s men's tec fleece ear warmer,180s,30.0,men
28361,10.0249999639,accessories,degrees by 180's mens black fleece ear warmers,180s,25.0,men
28400,11.1999999732,accessories,180's men's metro ear warmers - black,180s,25.0,men
28427,9.524999978,accessories,180s men's urban ear warmer,180s,25.0,men
28497,8.2289999686,accessories,180s men's foundation glove,180s,19.5,men
28746,5.6247398582,accessories,180s men's admiral ear warmer,180s,13.8199996948,men
28772,7.6727598643,accessories,180s men's weekender tectouch glove,180s,17.3199996948,men
28809,9.3712498676,accessories,180s men's chesterfield ear warmer,180s,24.9899997711,men
28969,8.4399999678,accessories,180s men's soft shell ear warmer,180s,20.0,men
5060,12.5536504018,jeans,new 1826 dark blue denim jeans high waist womens plus size skinny leg size 14-16-18-20-22 (3677),1826,22.9500007629,women
5217,19.7999999672,pants & capris,petite alia petite corvelle corduroy pull on pants,alia,40.0,women
5511,20.0400000066,pants & capris,misses alia corvelle corduroy pull on pants,alia,40.0,women
8990,9.7159498689,socks & hosiery,ames walker style 33 20-30 mmhg extra firm sheer support pantyhose - available in various sizes and colors,ames,23.9899997711,women
9104,8.7156398394,socks & hosiery,ames walker style 15 15-20 mmhg firm support pantyhose - available in various sizes and colors,ames,19.9899997711,women
9133,13.2949706281,socks & hosiery,ames walker style 303 30-40 surgical weight pantyhose closed toe - available in various sizes and colors,ames,32.9900016785,women
9365,5.0531098924,socks & hosiery,ames walker style 112  women's microfiber support socks 15-20 - available in various sizes and colors,ames,12.9899997711,women
9403,5.679939887,socks & hosiery,ames walker style 18 20-30mmhg extra firm knee high - available in various sizes and colors,ames,13.9899997711,women
9416,9.4258998668,socks & hosiery,ames walker style 201 20-30 knee length surgical weight stockings wide calf open toe - available in various sizes,ames,22.9899997711,women
11954,14.3442598459,intimates,ames walker unisex garter belt,ames,24.9899997711,women
14537,11.3204699365,maternity,ames walker style 34 20-30 sheer maternity pantyhose - available in various sizes and colors,ames,24.9899997711,women
15044,17.0051408658,maternity,ames walker style 306 women's 30-40 mmhg exfirm maternity pantyhose - beige in your choice of sizes,ames,34.9900016785,women
15172,10.1959199021,maternity,ames walker style 26 15-20 sheer support maternity pantyhose - available in various sizes and colors,ames,24.9899997711,women
15760,5.8584899134,plus,ames walker style 167 women's microfiber firm support travel socks 15-20 - available in various sizes and colors,ames,12.9899997711,women
24930,8.0667898735,socks,ames walker style 166 men's microfiber firm support travel socks 15-20 - available in various sizes and colors,ames,12.9899997711,men
25083,7.5601798962,socks,ames walker style 1933 men's casual support sock 15-20 - available in various sizes and colors,ames,12.9899997711,men
28431,9.8106501107,accessories,buff uv head cover,buff,21.8500003815,men
28834,17.4240596746,accessories,buff headwear  polar cyclone,buff,38.9799995422,men
348,23.8340408848,tops & tees,little convertible dress or skirt 8 different looks made in usa sizes s m or l,elan,39.9900016785,women
1145,21.4957007068,sweaters,elan hooded cardigan,elan,49.9900016785,women
1323,20.7958405686,sweaters,elan women's sweater drape long w/pin,elan,49.9900016785,women
3304,17.8355407112,dresses,little convertible dress or skirt 8 different looks made in usa sizes s m or l,elan,39.9900016785,women
3468,18.4950008392,dresses,elan convertible dress,elan,36.9900016785,women
13250,10.3959999665,swim,white sheer gauzelike lightweight dress cover-up,elan,25.9899997711,women
13272,31.4160000831,swim,elan gauzes pants,elan,68.0,women
27538,9.9457798796,swim,uzzi mens solid color shorts,elan,15.9899997711,men
16803,36.9044999648,tops & tees,enro non-iron pinpoint oxford dress shirt,enro,69.5,men
22230,33.0000001006,pants,enro non iron big and tall pleated pant,enro,75.0,men
22415,32.178500064,pants,enro non-iron flat front cotton pant,enro,69.5,men
1409,11.199999979,sweaters,jolt juniors crochet fashion sweater,jolt,25.0,women
4501,25.391999963700002,jeans,jolt juniors pocket detail jean,jolt,46.0,women
4644,26.5419999808,jeans,jolt juniors retro flare leg jean,jolt,46.0,women
4972,23.229999952,jeans,jolt juniors curve it fit jean,jolt,46.0,women
5619,14.4649999763,pants & capris,jolt juniors smocked waist black front zipper pant,jolt,27.5,women
5645,11.8840097153,pants & capris,jolt juniors lounge pleated pant,jolt,22.8099994659,women
5789,17.0847004544,leggings,jolt juniors skinny pant,jolt,27.7800006866,women
6383,13.0750000011,shorts,jolt juniors 5 inch short,jolt,25.0,women
6808,12.4700098846,shorts,jolt junior's zip up capri,jolt,24.9899997711,women
6886,15.9846698726,shorts,jolt juniors linen short,jolt,29.9899997711,women
547,33.799999970900004,tops & tees,kavu women's lopez pullover,kavu,65.0,women
6927,26.5499999747,shorts,kavu women's rail shorts,kavu,50.0,women
7323,23.5399999656,skirts,kavu women's santa rita skirt wrap skirt,kavu,55.0,women
22068,33.4190988411,pants,kavu men's mason pant,kavu,79.9499969482,men
23051,22.4300503786,shorts,kavu men's mazoola short,kavu,44.9500007629,men
24315,58.3475487537,outerwear & coats,kavu men's bruce b jacket,kavu,129.9499969482,men
14118,1.3468000176000001,accessories,locs sunglasses hardcore black dark lens 0103 designer stylish w bag,locs,3.7000000477,women
29065,1.5361499991,accessories,locs sunglasses hardcore black dark lens 0103 designer stylish w bag,locs,3.9900000095,men
6380,16.1920000017,shorts,plus size dark denim short,mwak,32.0,women
6658,17.0240000486,shorts,plus size blue denim short,mwak,32.0,women
151,95.975999753,tops & tees,myne women's demi blouse,myne,172.0,women
3103,113.5199999213,dresses,myne women's vera dress,myne,264.0,women
5688,15.991360418,pants & capris,myne women's mason pant,myne,33.0400009155,women
6552,12.9050196971,shorts,myne women's echo short,myne,23.8099994659,women
2601,5.9162799766,active,olga womens secret hug nylon scoops halfpant,olga,14.1199998856,women
10402,21.8347705338,intimates,olga women's luxury lift minimizer bra,olga,44.4700012207,women
10415,19.9499999452,intimates,olga women's luxury lift,olga,35.0,women
10513,18.0599999614,intimates,olga women's signature support minimizer bra,olga,35.0,women
10530,17.3949999828,intimates,olga women's sheer leaves minimizer bra,olga,35.0,women
10539,18.6549999774,intimates,olga women's signature support bra,olga,35.0,women
10549,18.0,intimates,olga women's disappearing act underwire t-shirt bra,olga,36.0,women
10751,7.7659999213,intimates,olga womens secret hug nylon scoops halfpant,olga,14.1199998856,women
10772,12.5839999802,intimates,olga women's secret hug nylon scoop brief #873,olga,26.0,women
10873,12.1919999868,intimates,913 olga secret hug nylon fashion scoops halfpant 3 pack,olga,24.0,women
15400,23.746980734,plus,olga women's luxury lift minimizer bra,olga,44.4700012207,women
15410,17.5700000033,plus,olga women's luxury lift,olga,35.0,women
15593,6.8340799339,plus,olga womens secret hug nylon scoops halfpant,olga,14.1199998856,women
15641,16.0649999604,plus,olga women's signature support minimizer bra,olga,35.0,women
15688,15.8899999969,plus,olga women's signature support bra,olga,35.0,women
16744,13.6249999749,tops & tees,mac's noel t-shirt,riot,25.0,men
2552,26.4831504799,active,sls3 women's compression socks,sls3,57.9500007629,women
25541,12.7993504446,underwear,saxx men's 24-seven trunk,saxx,24.9500007629,men
25616,13.255579893,underwear,saxx men's ultra boxer brief,saxx,29.9899997711,men
25687,15.7171503931,underwear,saxx men's luxury boxer brief,saxx,32.9500007629,men
25704,13.4750003815,underwear,saxx men's fiesta boxer,saxx,26.9500007629,men
25757,15.504999999,underwear,saxx men's pro elite boxer brief,saxx,35.0,men
25776,12.1500000358,underwear,saxx men's 24-seven boxer brief,saxx,25.0,men
26179,13.9866503756,underwear,saxx men's ultra trunk,saxx,29.9500007629,men
26209,15.8160003809,underwear,saxx men's luxury trunk,saxx,32.9500007629,men
26241,15.703750283,underwear,saxx men's kinetic boxer,saxx,36.9500007629,men
26339,14.8830000423,underwear,saxx men's luxury boxer fly brief,saxx,33.0,men
7668,29.9930001087,blazers & jackets,voom by joy han capelet jacket - pinstripe in burgandy - designer clothing,voom,89.0,women
5534,22.1858002954,pants & capris,xcvi women's edelweiss crop cargo,xcvi,41.8600006104,women
5701,14.2750000115,pants & capris,xcvi women's twiggy stretch twill pant,xcvi,25.0,women
6467,13.5499999858,shorts,xcvi women's alisal short,xcvi,25.0,women
6630,13.3851402422,shorts,xcvi women's coogee crop short,xcvi,27.7700004578,women
12964,23.1953608563,swim,womens monokini swimsuit aloha one piece / two piece several colors,aloha,49.9900016785,women
7185,18.0195002375,skirts,arbor monroe skirt - women's,arbor,43.9500007629,women
16797,17.4908004116,tops & tees,arbor men's recycle tee,arbor,29.9500007629,men
17514,40.9976483846,fashion hoodies & sweatshirts,arbor men's the arbor hoodie,arbor,74.9499969482,men
22453,27.2250000574,pants,berle mens pleated dress pants taupe worsted wool trousers slacks stain resistant milan,berle,55.0,men
22457,23.7600000016,pants,berle mens pleated dress pants brown worsted wool trousers slacks stain resistant milan,berle,55.0,men
22645,26.6200000606,pants,berle mens black worsted wool dress pants pleated trousers slacks stain resistant milan,berle,55.0,men
22657,25.630000052,pants,berle mens pleated dress pants dark charcoal worsted wool trousers slacks stain resistant milan,berle,55.0,men
20753,41.2748388095,jeans,cinch jeans mens carter medium stone,cinch,79.9899978638,men
20796,38.1445487654,jeans,cinch white label jeans for men relaxed fit light stone,cinch,69.9899978638,men
20903,31.194800846,jeans,cinch western denim jeans mens black label relaxed dk stone mb90633002,cinch,59.9900016785,men
20913,24.117390891,jeans,cinch bronze label slim fit stonewash jeans,cinch,42.9900016785,men
21009,41.1695087311,jeans,cinch western denim jeans mens white label relaxed mb92834012,cinch,74.9899978638,men
21069,41.5823788623,jeans,cinch western denim jeans mens dooley relaxed mb93534001,cinch,73.9899978638,men
21221,40.9548789146,jeans,cinch western denim jeans mens carter relaxed dk wash mb96134002,cinch,79.9899978638,men
21250,33.9543408168,jeans,cinch mens jeans mb90633001ind,cinch,59.9900016785,men
21562,26.4902409401,jeans,cinch green label jeans for men dark stonewash,cinch,45.9900016785,men
21610,41.1126588223,jeans,cinch western denim jeans mens jace rlx whiskered med wash mb97034001,cinch,76.9899978638,men
21620,43.3453687319,jeans,cinch western denim jeans mens cade rlx dk wash mb97434001,cinch,76.9899978638,men
21632,38.4944987469,jeans,cinch western denim jeans mens dooley handsand relaxed mb93034002,cinch,69.9899978638,men
21637,22.5351008327,jeans,cinch green label mens jeans medium stonewash,cinch,45.9900016785,men
13793,68.2099995017,accessories,coach ashley signature sateen checkbook wallet f48117,coach,190.0,women
14069,58.1099995971,accessories,coach classic leather turnlock swingpack crossbody messenger bag 45012 black,coach,130.0,women
14158,17.3914504353,accessories,coach julia legacy stripe id card case 46800 multi,coach,48.9900016785,women
14238,42.7389507834,accessories,coach julia op art slim zip wallet 47379 (sv/black),coach,119.0500030518,women
14315,63.3439999074,accessories,coach julia leather slim zip wallet 47388 (sv/black),coach,148.0,women
15596,99.1799999774,plus,coach ashley signature sateen checkbook wallet f48117,coach,190.0,women
28374,5.8007398024,accessories,decky campus jeep cap visior beanie hat,decky,15.9799995422,men
28759,3.9161998945,accessories,black solid campus jeep cap visor beanie ski cap caps hat hats toque,decky,10.6999998093,men
13483,23.4000000581,swim,dotti knits dress/skirt,dotti,52.0,women
13012,47.396049326,swim,finis women's hydrospeed 2 race john swimsuit,finis,119.9899978638,women
13179,19.2461507281,swim,finis women's skinback swimsuit,finis,49.9900016785,women
27516,18.6821598897,swim,finis men's jammer swim suit,finis,31.9899997711,men
27801,61.4938488017,swim,finis men's hydrospeed 2 jammer swimsuit,finis,99.9899978638,men
27821,119.3940335722,swim,finis men's hydrospeed velo jammer swimsuit,finis,199.9900054932,men
27931,81.1137636486,swim,finis men's hydrospeed flux jammer swimsuit,finis,129.9900054932,men
27993,16.0102798866,swim,finis men's water polo suit,finis,27.9899997711,men
28128,18.5638098847,swim,finis men's drag suit,finis,29.9899997711,men
5797,9.6835398758,leggings,gatta riyo 4 fashion long leggings,gatta,14.9899997711,women
6085,3.7557298696,leggings,gatta flosie 4 leggings,gatta,5.9899997711,women
140,7.1055298539,tops & tees,hanes 5680 ladies 5 oz. comfortsoft cotton t-shirt,hanes,12.9899997711,women
182,5.6600801541,tops & tees,hanes women's relax fit jersey v-neck tee 5.2 oz # 5780,hanes,10.1800003052,women
192,11.3743098352,tops & tees,hanes ladies moisture wicking performance t-shirt,hanes,19.9899997711,women
220,15.1781598369,tops & tees,hanes 7 oz cotton pique women's polo shirt. 035,hanes,25.9899997711,women
360,6.6550000049,tops & tees,hanes 4.2 oz nano-t originals v-neck t-shirt - 4551,hanes,11.0,women
2565,3.7355999107,active,hanes women's cushion extra low cut # 650/6,hanes,8.4899997711,women
2591,6.397519693,active,hanes sport cotton pullover 2 pack,hanes,16.8799991608,women
2592,3.8613600568,active,hanes sport women's low cut socks - 6 pairs - 415/6,hanes,10.3800001144,women
2621,4.5124199639,active,hanes cushioned women's athletic socks - low-cut white 5-9,hanes,11.6599998474,women
2668,4.6022999822,active,hanes sport women's crew socks 6 pack # 417/6,hanes,10.5799999237,women
2731,3.942899891,active,hanes sport women's no show socks 6 pack # 418/6,hanes,10.1099996567,women
2926,7.7004502125,active,hanes comfortflex fit cotton pullover 2-pack white/white s,hanes,16.8500003815,women
5236,12.8879999891,pants & capris,hanes 8 oz 80/20 ladies' fleece sweat pants,hanes,24.0,women
8867,10.5107801394,socks & hosiery,hanes women's control top sheer toe silk reflections panty hose,hanes,27.0200004578,women
8887,9.5879999567,socks & hosiery,hanes women's control top reinforced toe silk reflections panty hose,hanes,25.5,women
8890,9.171500118,socks & hosiery,hanes women's silk reflections thigh highs,hanes,22.1000003815,women
8927,3.1328099072,socks & hosiery,hanes women's cushion extra low cut # 650/6,hanes,8.4899997711,women
8933,13.3559999764,socks & hosiery,hanes silk reflections women's blackout thigh high,hanes,36.0,women
8943,4.453020025,socks & hosiery,hanes sport women's low cut socks - 6 pairs - 415/6,hanes,10.3800001144,women
8949,4.4984799531,socks & hosiery,hanes cushioned women's athletic socks - ankle white 5-9,hanes,11.0799999237,women
8992,3.9859200206,socks & hosiery,hanes sport women's ankle socks 6 pack # 416/6,hanes,10.3800001144,women
9021,11.9699999539,socks & hosiery,hanes silk reflections women's legging with comfort stretch panty,hanes,30.0,women
9057,8.6639999449,socks & hosiery,hanes silk reflections silky sheer thigh high - 3 pairs - 00720,hanes,24.0,women
9058,2.714999998,socks & hosiery,hanes silk reflections women's alive full support 2 pack sheer knee highs,hanes,7.5,women
9070,13.430999958,socks & hosiery,hanes silk reflections women's alive sheer to waist support pantyhose,hanes,33.0,women
9072,13.1699999794,socks & hosiery,hanes silk reflections women's lasting sheer control top pantyhose,hanes,30.0,women
9085,2.0184999928,socks & hosiery,hanes silk reflections women's too day sheer knee highs reinforced toe 3 pairs,hanes,5.5,women
9103,9.8499999614,socks & hosiery,hanes silk reflections women's silky sheer control top sandalfoot hosiery 3-pack,hanes,25.0,women
9114,17.410679876,socks & hosiery,hanes silk reflections women's plus-size 2 pack knee high,hanes,41.1599998474,women
9127,13.1999999508,socks & hosiery,3-pack hanes alive full support control top 00810,hanes,33.0,women
9147,10.5314999688,socks & hosiery,hanes silk reflections women's plus-size enhanced toe pantyhose,hanes,25.5,women
9203,9.4349999791,socks & hosiery,french lace panty control top sandlefoot barely there ab,hanes,25.5,women
9270,9.6389999203,socks & hosiery,hanes silk reflections women's waist smoother extended control top pantyhose,hanes,27.0,women
9280,10.3509001741,socks & hosiery,hanes silk reflections women's absolutely ultra sheer control top with toe and glisten leg,hanes,23.8500003815,women
9358,5.3899999838,socks & hosiery,hanes sport women's crew socks extended size 6 pack # 417/6p,hanes,14.0,women
9362,5.1999999806,socks & hosiery,3-pack hanes sport women's crew arch support 590/3 white 5-9,hanes,13.0,women
9372,8.6729999743,socks & hosiery,hanes silk reflections women's absolutely ultra sheer control top with toe,hanes,21.0,women
9376,8.4419999707,socks & hosiery,hanes silk reflections women's absolutely ultra sheer control top with reinforced toe,hanes,21.0,women
9380,2.0569999889,socks & hosiery,hanes too sheer knee high 3 pair barely black 1size,hanes,5.5,women
9381,9.8324999772,socks & hosiery,hanes silk reflections women's plus-size absolutely ultra sheer control top with reinforced toe,hanes,22.5,women
9405,13.7159999683,socks & hosiery,hanes silk reflections women's too day sheer reinforced toe pantyhose,hanes,36.0,women
9411,3.7837701405,socks & hosiery,hanes sport arch support low cut,hanes,10.3100004196,women
9418,3.2401199729,socks & hosiery,3-pack hanes sport women's low cut arch support 585/3 black 5-9,hanes,8.0399999619,women
9425,11.8529999815,socks & hosiery,hanes silk reflections women's plus-size control top enhanced toe pantyhose,hanes,27.0,women
9450,14.7599999383,socks & hosiery,hanes silk reflections women's blackout tight,hanes,36.0,women
9455,8.0100000054,socks & hosiery,hanes silk reflections women's smooth illusions ultimate contouring sheer hosiery,hanes,18.0,women
9505,2.7224999852,socks & hosiery,hanes alive - full support sheer knee-high pantyhose,hanes,7.5,women
9545,5.162500015,sleep & lounge,hanes wear around - 5660,hanes,8.75,women
9547,7.753919957,sleep & lounge,hanes women's thermal crew,hanes,13.1199998856,women
9549,9.5550000295,sleep & lounge,hanes women's thermal pant,hanes,15.0,women
10427,6.4681599285,intimates,hanes comfort support wire free bra - g289,hanes,13.1199998856,women
10428,7.414100165,intimates,beautiful comfort concealing wirefree,hanes,15.1000003815,women
10445,6.8795997913,intimates,hanes contoured shaping wire free bra - g281,hanes,13.6499996185,women
10478,8.2374395887,intimates,hanes sport cotton pullover 2 pack,hanes,16.8799991608,women
10535,8.7379999757,intimates,beautiful comfort concealing underwire,hanes,17.0,women
10556,5.4751997573,intimates,lightly lined wire-free with comfortsoft band,hanes,9.4399995804,women
10608,8.6019999851,intimates,hanes everyday classic underwire 2-pack bra # h446,hanes,17.0,women
10620,7.1860198681,intimates,hanes all-over comfort underwire bra,hanes,13.7399997711,women
10631,5.7006997908,intimates,hanes all-over comfort wirefree bra,hanes,10.8999996185,women
10680,7.0716799244,intimates,average figure lightly lined full padded soft cup light beige 34c,hanes,13.1199998856,women
10712,5.6345898267,intimates,classics womens stretch sport bikini assorted,hanes,11.5699996948,women
10721,7.0781797737,intimates,hanes classics women's taglessâ® cotton stretch sport hipsters 3-pack # sc41as,hanes,12.9399995804,women
10732,6.0214401397,intimates,hanes womens comfortsoft waisband low rise briefs # et39as,hanes,12.1400003433,women
10736,8.55679983,intimates,hanes women's cotton briefs 6 pack white,hanes,15.279999733,women
10740,6.0437398697,intimates,hanes women's comfortsoft cotton stretch no lines bikini - 3 pairs - ev42as,hanes,11.4899997711,women
10741,8.526239854,intimates,hanes women's cotton hipster assorted,hanes,15.279999733,women
10742,7.701119847,intimates,hanes 6-pack cotton hi-cut brief pp43,hanes,15.279999733,women
10746,6.8949999809,intimates,hanes women's cotton classics 3-pack bikini,hanes,13.7899999619,women
10747,6.3179999944,intimates,hanes girls 7-16 4 pack stretch hipster,hanes,13.0,women
10749,8.8318398418,intimates,hanes women's cotton briefs pastel assorted 6 pack asst/solid,hanes,15.279999733,women
10757,6.001109976,intimates,hanes women's classic cotton hi-cut three pack #cw43,hanes,11.7899999619,women
10766,8.7554398591,intimates,hanes 6-pack cotton hipsters pp41as,hanes,15.279999733,women
10773,6.5492998516,intimates,hanes women's comfortsoft cotton stretch no lines hipster - 3 pairs - ev41as,hanes,11.4899997711,women
10775,7.8080798626,intimates,hanes women's cotton string bikini assorted,hanes,15.279999733,women
10777,6.9289999916,intimates,hanes women's classic 3-pack cotton stretch hipster,hanes,13.0,women
10779,5.9243201663,intimates,hanes womens comfortsoft waisband boy briefs,hanes,12.1400003433,women
10780,6.6299999971,intimates,hanes elegance nylon brief # p570ca,hanes,13.0,women
10784,6.6297298417,intimates,hanes women's comfortsoft cotton stretch no lines string bikini 3 pairs - ev43as,hanes,11.4899997711,women
10794,5.8299999926,intimates,hanes women's 100% cotton fashion bikini - 4 pairs - sk42f1,hanes,11.0,women
10796,4.645799894,intimates,hanes women's cotton stretch bikinis assorted,hanes,8.6999998093,women
10804,7.4750000145,intimates,hanes women's 3-pack classic cotton stretch bikini,hanes,13.0,women
10821,7.2929999847,intimates,hanes elegance nylon hi-cut brief # p573ca,hanes,13.0,women
10829,6.7976997801,intimates,hanes women's body creations stretch satin hi-cut panties3 pack assorted,hanes,13.6499996185,women
10837,4.6852000749,intimates,hanes women's 100% cotton fashion hipster - 4 pairs - sk41f2,hanes,8.8400001526,women
10841,6.8497601734,intimates,hanes plus size womens comfortsoft cotton stretch hi-cuts,hanes,13.8100004196,women
10850,7.9608798566,intimates,hanes women's cotton bikini 6 pack asst/solid 4,hanes,15.279999733,women
10852,7.5555002121,intimates,hanes womens comfortsoft waisband stretch bikinis w/ lace # et42lc,hanes,13.1400003433,women
10855,4.6189001967,intimates,hanes women's cotton stretch boy briefs,hanes,9.3500003815,women
10856,16.7999999598,intimates,hanes silk reflections women's legging with comfort stretch panty,hanes,30.0,women
10863,7.6705198961,intimates,hanes women's body creations microfiber hipster panties assorted,hanes,13.4099998474,women
10864,7.2950399138,intimates,hanes women's body creations microfiber hi-cut panties 3 pack assorted,hanes,13.4099998474,women
10896,7.1116497974,intimates,hanes women's body creations stretch satin brief assorted,hanes,13.6499996185,women
10901,13.4499999927,intimates,hanes women's classics soft stretch bikini,hanes,25.0,women
10911,4.7423999364,intimates,hanes women's cotton sporty boy briefs,hanes,9.1199998856,women
10915,8.2807499939,intimates,hanes women's 100% cotton fashion string bikini - 4 pairs - sk45f2,hanes,15.25,women
10920,5.6209999993,intimates,hanes women's 100% cotton fashion string bikini - 4 pairs - sk45f1,hanes,11.0,women
10930,6.3309999723,intimates,hanes women's classic 3-pack cotton stretch boyshorts,hanes,13.0,women
10940,4.5989999995,intimates,hanes girls 7-16 3 pack stretch hipster,hanes,9.0,women
10943,9.3779999949,intimates,hanes women's classic cotton 3-pack low rise brief,hanes,18.0,women
10946,8.4101995886,intimates,hanes plus size womens comfortsoft cotton stretch boy briefs assorted,hanes,16.0499992371,women
10965,7.7456302062999995,intimates,hanes plus size women's cotton hi-cuts assorted,hanes,14.8100004196,women
10968,6.4584801757,intimates,hanes womens comfortsoft waisband hi-cuts assorted,hanes,12.1400003433,women
10975,5.5266898969,intimates,hanes women's boy short panties with comfortsoftâ® waistband and no panty lines 3-pack # ev49as,hanes,11.4899997711,women
10980,5.7181499525,intimates,hanes women's classic cotton brief three pack #cw40,hanes,11.7899999619,women
10989,5.5544398714,intimates,hanes thongs low rise cotton 4 pack,hanes,9.9899997711,women
11007,14.6583003942,intimates,hanes women's cotton sporty string bikinis,hanes,27.4500007629,women
