order_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item
35077,complete,f,2020-11-22 13:24:00+00:00,,2020-11-25 13:00:00+00:00,2020-11-29 22:07:00+00:00,2
35111,complete,f,2021-09-05 02:14:00+00:00,,2021-09-07 02:21:00+00:00,2021-09-11 23:27:00+00:00,2
35115,complete,f,2020-11-09 08:25:00+00:00,,2020-11-09 12:27:00+00:00,2020-11-13 04:29:00+00:00,1
35145,complete,f,2022-04-09 02:15:00+00:00,,2022-04-10 13:10:00+00:00,2022-04-14 21:04:00+00:00,1
35158,complete,f,2023-09-02 02:03:00+00:00,,2023-09-02 18:43:00+00:00,2023-09-04 21:54:00+00:00,1
35159,complete,f,2023-04-18 05:35:00+00:00,,2023-04-19 05:58:00+00:00,2023-04-22 19:23:00+00:00,1
35161,complete,f,2023-07-12 12:38:00+00:00,,2023-07-14 00:15:00+00:00,2023-07-17 19:37:00+00:00,1
35162,complete,f,2023-11-05 10:57:00+00:00,,2023-11-07 02:28:00+00:00,2023-11-08 05:00:00+00:00,1
35170,complete,f,2023-08-22 08:54:00+00:00,,2023-08-23 10:52:00+00:00,2023-08-27 15:31:00+00:00,1
35185,complete,f,2020-05-15 18:14:00+00:00,,2020-05-18 13:27:00+00:00,2020-05-23 11:28:00+00:00,3
35212,complete,f,2022-01-12 01:39:00+00:00,,2022-01-12 08:58:00+00:00,2022-01-15 17:50:00+00:00,1
35216,complete,f,2023-05-20 11:24:00+00:00,,2023-05-21 05:13:00+00:00,2023-05-24 05:52:00+00:00,2
35223,complete,f,2023-12-03 13:23:00+00:00,,2023-12-06 01:20:00+00:00,2023-12-10 10:04:00+00:00,4
35230,complete,f,2022-10-02 14:49:00+00:00,,2022-10-04 06:43:00+00:00,2022-10-04 09:35:00+00:00,1
35237,complete,f,2020-01-02 15:53:00+00:00,,2020-01-05 10:04:00+00:00,2020-01-05 13:20:00+00:00,3
35239,complete,f,2020-05-03 15:53:00+00:00,,2020-05-06 07:35:00+00:00,2020-05-06 09:26:00+00:00,1
35240,complete,f,2019-03-24 15:53:00+00:00,,2019-03-25 03:09:00+00:00,2019-03-27 13:00:00+00:00,1
35250,complete,f,2023-10-31 02:11:00+00:00,,2023-10-31 22:35:00+00:00,2023-11-04 03:22:00+00:00,1
35252,complete,f,2022-11-22 02:11:00+00:00,,2022-11-23 07:42:00+00:00,2022-11-23 18:48:00+00:00,1
35260,complete,f,2023-10-25 04:35:00+00:00,,2023-10-25 21:26:00+00:00,2023-10-28 00:55:00+00:00,1
35263,complete,f,2023-02-09 18:52:00+00:00,,2023-02-11 12:34:00+00:00,2023-02-11 16:15:00+00:00,1
35268,complete,f,2021-05-30 02:30:00+00:00,,2021-05-31 21:08:00+00:00,2021-06-04 12:15:00+00:00,1
35273,complete,f,2021-12-25 00:12:00+00:00,,2021-12-25 04:49:00+00:00,2021-12-26 04:41:00+00:00,1
35274,complete,f,2022-12-29 00:12:00+00:00,,2022-12-30 02:07:00+00:00,2022-12-31 03:19:00+00:00,3
35289,complete,f,2023-11-28 01:23:00+00:00,,2023-11-30 06:37:00+00:00,2023-12-03 08:14:00+00:00,4
35300,complete,f,2023-06-09 14:08:00+00:00,,2023-06-12 12:06:00+00:00,2023-06-14 11:22:00+00:00,2
35314,complete,f,2023-05-03 00:36:00+00:00,,2023-05-03 15:35:00+00:00,2023-05-07 05:14:00+00:00,1
35337,complete,f,2021-08-28 06:11:00+00:00,,2021-08-28 18:18:00+00:00,2021-09-01 19:15:00+00:00,1
35345,complete,f,2023-05-24 15:31:00+00:00,,2023-05-27 14:44:00+00:00,2023-05-28 08:20:00+00:00,1
35351,complete,f,2022-05-08 02:21:00+00:00,,2022-05-10 14:49:00+00:00,2022-05-13 08:00:00+00:00,2
35352,complete,f,2023-12-04 05:41:00+00:00,,2023-12-05 04:31:00+00:00,2023-12-08 04:04:00+00:00,4
35358,complete,f,2024-01-15 17:29:00+00:00,,2024-01-16 01:30:00+00:00,2024-01-19 12:47:00+00:00,4
35360,complete,f,2023-03-08 12:48:00+00:00,,2023-03-09 01:09:00+00:00,2023-03-13 13:23:00+00:00,1
35378,complete,f,2023-10-16 18:49:00+00:00,,2023-10-18 07:40:00+00:00,2023-10-18 13:48:00+00:00,4
35379,complete,f,2023-02-04 18:49:00+00:00,,2023-02-04 23:31:00+00:00,2023-02-07 01:54:00+00:00,1
35392,complete,f,2022-01-26 06:48:00+00:00,,2022-01-26 18:26:00+00:00,2022-01-28 12:30:00+00:00,1
35413,complete,f,2024-01-14 15:22:00+00:00,,2024-01-17 09:04:00+00:00,2024-01-22 08:03:00+00:00,1
35415,complete,f,2022-11-01 02:10:00+00:00,,2022-11-03 09:42:00+00:00,2022-11-04 14:26:00+00:00,1
35424,complete,f,2024-01-12 10:41:00+00:00,,2024-01-12 22:44:00+00:00,2024-01-14 21:12:00+00:00,1
35430,complete,f,2023-10-04 05:53:00+00:00,,2023-10-06 08:51:00+00:00,2023-10-07 18:15:00+00:00,1
35440,complete,f,2020-08-13 11:40:00+00:00,,2020-08-15 04:56:00+00:00,2020-08-19 19:38:00+00:00,1
35446,complete,f,2023-05-29 08:34:00+00:00,,2023-05-29 23:57:00+00:00,2023-06-02 15:02:00+00:00,4
35461,complete,f,2020-06-24 14:41:00+00:00,,2020-06-26 06:16:00+00:00,2020-06-28 10:47:00+00:00,1
35478,complete,f,2023-08-21 16:58:00+00:00,,2023-08-23 15:33:00+00:00,2023-08-26 17:44:00+00:00,1
35496,complete,f,2022-02-21 00:34:00+00:00,,2022-02-21 13:22:00+00:00,2022-02-25 14:46:00+00:00,2
35507,complete,f,2023-11-26 14:20:00+00:00,,2023-11-28 08:39:00+00:00,2023-11-29 09:13:00+00:00,2
35508,complete,f,2023-11-30 08:16:00+00:00,,2023-12-02 17:46:00+00:00,2023-12-07 13:08:00+00:00,1
35525,complete,f,2022-10-26 15:59:00+00:00,,2022-10-27 22:21:00+00:00,2022-10-29 02:09:00+00:00,2
35532,complete,f,2020-07-13 08:01:00+00:00,,2020-07-14 08:50:00+00:00,2020-07-18 21:15:00+00:00,2
35536,complete,f,2023-08-17 09:16:00+00:00,,2023-08-17 17:44:00+00:00,2023-08-19 19:15:00+00:00,1
35537,complete,f,2023-12-12 01:31:00+00:00,,2023-12-14 20:17:00+00:00,2023-12-16 10:51:00+00:00,1
35538,complete,f,2023-03-18 12:23:00+00:00,,2023-03-21 07:09:00+00:00,2023-03-24 11:34:00+00:00,1
35543,complete,f,2022-08-26 04:42:00+00:00,,2022-08-28 19:57:00+00:00,2022-08-30 03:50:00+00:00,2
35555,complete,f,2020-08-10 00:23:00+00:00,,2020-08-10 20:15:00+00:00,2020-08-14 02:22:00+00:00,1
35571,complete,f,2022-05-18 16:39:00+00:00,,2022-05-19 20:49:00+00:00,2022-05-21 20:26:00+00:00,2
35581,complete,f,2023-11-18 16:19:00+00:00,,2023-11-20 15:58:00+00:00,2023-11-23 21:02:00+00:00,1
35585,complete,f,2019-09-02 13:41:00+00:00,,2019-09-03 12:15:00+00:00,2019-09-05 04:40:00+00:00,1
35586,complete,f,2023-06-27 13:41:00+00:00,,2023-06-27 18:13:00+00:00,2023-06-29 16:35:00+00:00,3
35602,complete,f,2023-01-06 07:01:00+00:00,,2023-01-08 04:26:00+00:00,2023-01-12 03:25:00+00:00,1
35613,complete,f,2021-10-22 13:04:00+00:00,,2021-10-24 01:57:00+00:00,2021-10-27 20:21:00+00:00,1
35631,complete,f,2021-06-16 16:50:00+00:00,,2021-06-18 15:19:00+00:00,2021-06-22 16:48:00+00:00,1
35639,complete,f,2021-04-26 11:12:00+00:00,,2021-04-26 16:33:00+00:00,2021-04-29 05:17:00+00:00,1
35655,complete,f,2023-05-23 07:21:00+00:00,,2023-05-25 00:13:00+00:00,2023-05-25 12:52:00+00:00,1
35656,complete,f,2023-12-14 07:21:00+00:00,,2023-12-15 05:26:00+00:00,2023-12-15 15:29:00+00:00,1
35663,complete,f,2022-09-22 15:10:00+00:00,,2022-09-24 19:43:00+00:00,2022-09-25 00:40:00+00:00,2
35677,complete,f,2023-07-13 03:35:00+00:00,,2023-07-15 04:43:00+00:00,2023-07-17 15:50:00+00:00,1
35686,complete,f,2023-12-25 06:59:00+00:00,,2023-12-27 03:06:00+00:00,2023-12-30 09:22:00+00:00,1
35702,complete,f,2023-10-26 05:12:00+00:00,,2023-10-28 22:53:00+00:00,2023-10-29 09:38:00+00:00,1
35705,complete,f,2023-06-03 12:21:00+00:00,,2023-06-04 20:44:00+00:00,2023-06-05 21:17:00+00:00,1
35707,complete,f,2022-07-27 12:21:00+00:00,,2022-07-28 00:17:00+00:00,2022-07-30 11:42:00+00:00,1
35711,complete,f,2022-01-22 12:36:00+00:00,,2022-01-23 19:38:00+00:00,2022-01-28 01:25:00+00:00,1
35721,complete,f,2019-10-26 02:47:00+00:00,,2019-10-26 10:33:00+00:00,2019-10-26 13:07:00+00:00,1
35722,complete,f,2021-01-17 02:47:00+00:00,,2021-01-19 14:24:00+00:00,2021-01-19 23:41:00+00:00,4
35740,complete,f,2020-09-06 03:59:00+00:00,,2020-09-06 11:44:00+00:00,2020-09-08 07:31:00+00:00,1
35744,complete,f,2022-11-05 16:48:00+00:00,,2022-11-06 00:01:00+00:00,2022-11-07 00:43:00+00:00,1
35752,complete,f,2023-07-15 11:29:00+00:00,,2023-07-17 12:56:00+00:00,2023-07-19 01:00:00+00:00,1
35757,complete,f,2021-05-20 08:19:00+00:00,,2021-05-20 19:31:00+00:00,2021-05-25 00:15:00+00:00,1
35767,complete,f,2022-03-28 07:23:00+00:00,,2022-03-31 00:47:00+00:00,2022-04-04 12:35:00+00:00,2
35768,complete,f,2023-06-22 04:39:00+00:00,,2023-06-22 22:00:00+00:00,2023-06-27 14:14:00+00:00,1
35770,complete,f,2022-04-25 01:24:00+00:00,,2022-04-25 07:33:00+00:00,2022-04-27 13:05:00+00:00,1
35789,complete,f,2022-08-04 14:24:00+00:00,,2022-08-04 19:24:00+00:00,2022-08-07 23:44:00+00:00,2
35802,complete,f,2022-07-12 03:07:00+00:00,,2022-07-14 05:19:00+00:00,2022-07-16 11:15:00+00:00,1
35809,complete,f,2023-05-02 15:09:00+00:00,,2023-05-02 17:22:00+00:00,2023-05-07 13:56:00+00:00,1
35812,complete,f,2021-11-27 09:10:00+00:00,,2021-11-28 14:08:00+00:00,2021-11-30 05:53:00+00:00,1
35814,complete,f,2023-05-29 02:38:00+00:00,,2023-05-31 21:55:00+00:00,2023-06-02 19:15:00+00:00,1
35815,complete,f,2023-11-04 03:04:00+00:00,,2023-11-04 15:07:00+00:00,2023-11-07 12:31:00+00:00,1
35833,complete,f,2021-06-09 03:37:00+00:00,,2021-06-11 13:15:00+00:00,2021-06-12 01:31:00+00:00,1
35834,complete,f,2024-01-15 17:49:00+00:00,,2024-01-16 12:50:00+00:00,2024-01-17 04:10:00+00:00,2
35835,complete,f,2023-10-15 17:49:00+00:00,,2023-10-17 20:01:00+00:00,2023-10-22 18:29:00+00:00,1
35850,complete,f,2023-10-04 12:34:00+00:00,,2023-10-05 11:19:00+00:00,2023-10-05 20:20:00+00:00,1
35869,complete,f,2023-11-04 13:26:00+00:00,,2023-11-07 11:57:00+00:00,2023-11-10 17:15:00+00:00,1
35871,complete,f,2024-01-09 09:19:00+00:00,,2024-01-09 11:37:00+00:00,2024-01-12 20:59:00+00:00,1
35888,complete,f,2022-08-22 10:57:00+00:00,,2022-08-24 03:07:00+00:00,2022-08-25 22:46:00+00:00,2
35894,complete,f,2022-10-20 16:04:00+00:00,,2022-10-21 19:40:00+00:00,2022-10-22 18:31:00+00:00,2
35898,complete,f,2023-08-15 03:27:00+00:00,,2023-08-15 05:39:00+00:00,2023-08-19 02:54:00+00:00,1
35910,complete,f,2020-10-27 15:57:00+00:00,,2020-10-28 00:24:00+00:00,2020-10-28 04:30:00+00:00,1
35917,complete,f,2021-12-30 11:26:00+00:00,,2022-01-01 01:40:00+00:00,2022-01-01 18:20:00+00:00,1
35923,complete,f,2023-09-02 04:14:00+00:00,,2023-09-02 13:09:00+00:00,2023-09-05 21:21:00+00:00,4
35924,complete,f,2024-01-10 04:14:00+00:00,,2024-01-12 14:42:00+00:00,2024-01-15 20:47:00+00:00,3
35926,complete,f,2024-01-04 04:14:00+00:00,,2024-01-04 23:25:00+00:00,2024-01-09 14:12:00+00:00,1
35933,complete,f,2024-01-10 14:50:00+00:00,,2024-01-11 06:34:00+00:00,2024-01-12 10:47:00+00:00,1
35940,complete,f,2022-02-21 14:42:00+00:00,,2022-02-23 17:16:00+00:00,2022-02-27 12:26:00+00:00,1
35941,complete,f,2022-07-27 14:42:00+00:00,,2022-07-28 05:56:00+00:00,2022-07-29 16:31:00+00:00,1
35975,complete,f,2021-05-20 10:52:00+00:00,,2021-05-21 11:16:00+00:00,2021-05-22 02:18:00+00:00,3
35982,complete,f,2021-03-11 02:39:00+00:00,,2021-03-11 09:04:00+00:00,2021-03-16 08:31:00+00:00,1
35987,complete,f,2022-03-21 09:50:00+00:00,,2022-03-21 13:17:00+00:00,2022-03-21 17:09:00+00:00,4
35999,complete,f,2023-04-21 03:47:00+00:00,,2023-04-21 09:39:00+00:00,2023-04-25 12:33:00+00:00,1
36004,complete,f,2022-09-01 03:21:00+00:00,,2022-09-04 01:36:00+00:00,2022-09-04 19:16:00+00:00,2
36005,complete,f,2023-03-01 03:21:00+00:00,,2023-03-03 00:17:00+00:00,2023-03-05 18:42:00+00:00,1
36021,complete,f,2023-12-07 11:07:00+00:00,,2023-12-09 21:02:00+00:00,2023-12-10 03:59:00+00:00,1
36030,complete,f,2023-12-13 09:04:00+00:00,,2023-12-13 17:48:00+00:00,2023-12-15 14:17:00+00:00,1
36031,complete,f,2023-02-21 09:04:00+00:00,,2023-02-23 13:54:00+00:00,2023-02-25 03:44:00+00:00,2
36040,complete,f,2023-02-19 02:57:00+00:00,,2023-02-20 03:07:00+00:00,2023-02-23 03:54:00+00:00,1
36043,complete,f,2022-02-26 12:05:00+00:00,,2022-02-27 12:16:00+00:00,2022-03-03 05:13:00+00:00,1
36055,complete,f,2022-10-17 06:48:00+00:00,,2022-10-17 09:06:00+00:00,2022-10-18 17:40:00+00:00,1
36062,complete,f,2022-08-10 03:01:00+00:00,,2022-08-11 03:12:00+00:00,2022-08-12 17:25:00+00:00,1
36064,complete,f,2023-12-09 04:26:00+00:00,,2023-12-10 20:50:00+00:00,2023-12-12 23:27:00+00:00,1
36075,complete,f,2023-11-22 13:17:00+00:00,,2023-11-23 13:29:00+00:00,2023-11-24 05:22:00+00:00,1
36076,complete,f,2024-01-01 13:17:00+00:00,,2024-01-04 08:45:00+00:00,2024-01-08 01:03:00+00:00,1
36099,complete,f,2021-05-02 14:32:00+00:00,,2021-05-03 00:32:00+00:00,2021-05-07 11:49:00+00:00,1
36105,complete,f,2022-08-14 09:26:00+00:00,,2022-08-15 21:28:00+00:00,2022-08-19 12:16:00+00:00,1
36106,complete,f,2022-07-10 09:26:00+00:00,,2022-07-11 06:12:00+00:00,2022-07-12 15:40:00+00:00,1
36113,complete,f,2023-09-08 14:07:00+00:00,,2023-09-09 02:07:00+00:00,2023-09-11 19:18:00+00:00,1
36114,complete,f,2020-09-19 14:07:00+00:00,,2020-09-21 18:38:00+00:00,2020-09-22 23:01:00+00:00,2
36126,complete,f,2022-08-08 10:08:00+00:00,,2022-08-09 02:40:00+00:00,2022-08-12 23:48:00+00:00,1
36131,complete,f,2023-11-07 00:21:00+00:00,,2023-11-07 15:05:00+00:00,2023-11-08 07:49:00+00:00,3
36135,complete,f,2023-11-15 15:53:00+00:00,,2023-11-16 17:09:00+00:00,2023-11-16 19:40:00+00:00,1
36136,complete,f,2020-08-12 13:00:00+00:00,,2020-08-14 22:36:00+00:00,2020-08-16 14:15:00+00:00,2
36141,complete,f,2023-01-19 08:49:00+00:00,,2023-01-22 07:11:00+00:00,2023-01-24 16:34:00+00:00,1
36142,complete,f,2023-12-31 03:22:00+00:00,,2024-01-01 02:05:00+00:00,2024-01-05 23:33:00+00:00,1
36151,complete,f,2021-05-05 00:37:00+00:00,,2021-05-05 11:03:00+00:00,2021-05-08 16:17:00+00:00,1
36155,complete,f,2023-11-08 09:21:00+00:00,,2023-11-11 05:08:00+00:00,2023-11-12 05:54:00+00:00,1
36165,complete,f,2023-07-11 02:18:00+00:00,,2023-07-12 11:14:00+00:00,2023-07-15 04:27:00+00:00,1
36166,complete,f,2023-11-05 02:18:00+00:00,,2023-11-07 14:49:00+00:00,2023-11-07 20:55:00+00:00,1
36168,complete,f,2023-07-12 02:18:00+00:00,,2023-07-12 03:55:00+00:00,2023-07-16 10:12:00+00:00,1
36180,complete,f,2021-02-10 03:50:00+00:00,,2021-02-10 09:23:00+00:00,2021-02-14 14:59:00+00:00,2
36189,complete,f,2023-04-10 16:33:00+00:00,,2023-04-12 05:36:00+00:00,2023-04-12 13:06:00+00:00,1
36192,complete,f,2021-04-11 08:03:00+00:00,,2021-04-11 11:20:00+00:00,2021-04-11 17:24:00+00:00,1
36194,complete,f,2023-12-16 12:18:00+00:00,,2023-12-16 14:26:00+00:00,2023-12-18 00:18:00+00:00,1
36202,complete,f,2024-01-03 05:11:00+00:00,,2024-01-03 14:00:00+00:00,2024-01-03 21:42:00+00:00,1
36212,complete,f,2020-05-25 17:06:00+00:00,,2020-05-28 08:08:00+00:00,2020-06-02 06:55:00+00:00,1
36232,complete,f,2023-10-03 07:17:00+00:00,,2023-10-03 20:56:00+00:00,2023-10-05 17:01:00+00:00,3
36247,complete,f,2023-06-22 11:26:00+00:00,,2023-06-23 09:06:00+00:00,2023-06-26 16:57:00+00:00,1
36253,complete,f,2023-11-24 18:07:00+00:00,,2023-11-27 01:07:00+00:00,2023-11-29 05:46:00+00:00,2
36267,complete,f,2023-04-30 05:57:00+00:00,,2023-05-02 04:22:00+00:00,2023-05-03 06:46:00+00:00,1
36273,complete,f,2022-04-05 06:05:00+00:00,,2022-04-05 21:28:00+00:00,2022-04-08 15:05:00+00:00,1
36300,complete,f,2022-04-30 10:40:00+00:00,,2022-05-01 10:23:00+00:00,2022-05-01 17:58:00+00:00,1
36302,complete,f,2022-11-02 16:37:00+00:00,,2022-11-04 09:24:00+00:00,2022-11-06 14:40:00+00:00,1
36305,complete,f,2024-01-06 16:14:00+00:00,,2024-01-08 13:28:00+00:00,2024-01-11 05:14:00+00:00,1
36307,complete,f,2024-01-10 16:14:00+00:00,,2024-01-12 12:17:00+00:00,2024-01-15 07:33:00+00:00,3
36346,complete,f,2023-08-26 07:37:00+00:00,,2023-08-27 00:57:00+00:00,2023-08-28 18:52:00+00:00,1
36365,complete,f,2023-05-24 10:15:00+00:00,,2023-05-24 18:26:00+00:00,2023-05-25 03:51:00+00:00,1
36383,complete,f,2023-11-03 10:59:00+00:00,,2023-11-03 22:50:00+00:00,2023-11-06 09:23:00+00:00,1
36387,complete,f,2021-10-05 17:33:00+00:00,,2021-10-06 12:01:00+00:00,2021-10-07 10:16:00+00:00,1
36393,complete,f,2023-12-21 17:49:00+00:00,,2023-12-23 07:27:00+00:00,2023-12-26 10:55:00+00:00,2
36404,complete,f,2024-01-05 03:27:00+00:00,,2024-01-07 05:09:00+00:00,2024-01-11 02:18:00+00:00,1
36405,complete,f,2023-10-05 07:14:00+00:00,,2023-10-07 04:08:00+00:00,2023-10-09 06:54:00+00:00,1
36424,complete,f,2023-08-13 04:03:00+00:00,,2023-08-15 03:23:00+00:00,2023-08-15 16:05:00+00:00,1
36430,complete,f,2023-06-05 14:56:00+00:00,,2023-06-08 06:27:00+00:00,2023-06-09 21:53:00+00:00,1
36436,complete,f,2022-01-06 10:15:00+00:00,,2022-01-09 09:18:00+00:00,2022-01-10 19:48:00+00:00,1
36439,complete,f,2022-03-28 13:14:00+00:00,,2022-03-30 17:57:00+00:00,2022-04-02 13:54:00+00:00,2
36448,complete,f,2023-03-07 02:14:00+00:00,,2023-03-07 23:03:00+00:00,2023-03-08 18:12:00+00:00,1
36462,complete,f,2021-12-31 16:27:00+00:00,,2022-01-02 13:03:00+00:00,2022-01-07 10:53:00+00:00,1
36469,complete,f,2022-10-08 09:43:00+00:00,,2022-10-10 08:24:00+00:00,2022-10-11 10:53:00+00:00,1
36472,complete,f,2023-06-02 11:13:00+00:00,,2023-06-04 07:30:00+00:00,2023-06-06 23:23:00+00:00,1
36486,complete,f,2020-10-10 06:40:00+00:00,,2020-10-13 01:21:00+00:00,2020-10-13 11:10:00+00:00,1
36501,complete,f,2019-05-09 15:00:00+00:00,,2019-05-10 15:29:00+00:00,2019-05-13 06:51:00+00:00,2
36512,complete,f,2023-09-05 14:27:00+00:00,,2023-09-06 23:58:00+00:00,2023-09-09 08:46:00+00:00,1
36518,complete,f,2023-10-03 18:22:00+00:00,,2023-10-05 08:22:00+00:00,2023-10-08 07:02:00+00:00,1
36523,complete,f,2023-02-15 06:37:00+00:00,,2023-02-17 11:27:00+00:00,2023-02-20 22:36:00+00:00,2
36548,complete,f,2022-04-22 12:14:00+00:00,,2022-04-22 23:42:00+00:00,2022-04-24 19:21:00+00:00,1
36551,complete,f,2023-09-18 06:57:00+00:00,,2023-09-19 18:19:00+00:00,2023-09-21 03:02:00+00:00,1
36560,complete,f,2023-10-31 06:13:00+00:00,,2023-11-02 18:04:00+00:00,2023-11-03 01:01:00+00:00,1
36564,complete,f,2022-08-27 13:30:00+00:00,,2022-08-29 07:19:00+00:00,2022-08-29 15:29:00+00:00,1
36566,complete,f,2023-07-31 15:35:00+00:00,,2023-08-01 01:52:00+00:00,2023-08-04 00:44:00+00:00,1
36567,complete,f,2023-11-15 15:35:00+00:00,,2023-11-15 21:05:00+00:00,2023-11-16 21:24:00+00:00,1
36581,complete,f,2021-07-01 02:27:00+00:00,,2021-07-01 12:15:00+00:00,2021-07-02 13:32:00+00:00,1
36582,complete,f,2022-11-05 02:27:00+00:00,,2022-11-07 13:05:00+00:00,2022-11-09 00:10:00+00:00,2
36602,complete,f,2023-11-23 11:16:00+00:00,,2023-11-24 13:29:00+00:00,2023-11-28 19:49:00+00:00,1
36609,complete,f,2023-07-09 06:20:00+00:00,,2023-07-11 22:29:00+00:00,2023-07-13 01:23:00+00:00,1
36611,complete,f,2023-10-14 06:20:00+00:00,,2023-10-15 13:26:00+00:00,2023-10-19 05:45:00+00:00,1
36617,complete,f,2023-10-19 01:34:00+00:00,,2023-10-20 17:00:00+00:00,2023-10-25 03:24:00+00:00,1
36627,complete,f,2024-01-06 10:09:00+00:00,,2024-01-06 13:01:00+00:00,2024-01-06 14:08:00+00:00,2
36639,complete,f,2024-01-10 04:06:00+00:00,,2024-01-12 05:43:00+00:00,2024-01-13 02:49:00+00:00,1
36645,complete,f,2019-08-05 07:22:00+00:00,,2019-08-08 07:10:00+00:00,2019-08-10 09:30:00+00:00,4
36646,complete,f,2023-07-25 04:41:00+00:00,,2023-07-28 04:22:00+00:00,2023-07-31 09:50:00+00:00,1
36650,complete,f,2021-10-08 06:40:00+00:00,,2021-10-10 23:17:00+00:00,2021-10-14 12:47:00+00:00,1
36659,complete,f,2023-12-24 15:18:00+00:00,,2023-12-26 00:00:00+00:00,2023-12-28 14:01:00+00:00,1
36662,complete,f,2022-02-16 17:27:00+00:00,,2022-02-19 06:07:00+00:00,2022-02-24 02:40:00+00:00,1
36670,complete,f,2023-05-16 03:56:00+00:00,,2023-05-18 15:37:00+00:00,2023-05-21 08:25:00+00:00,1
36671,complete,f,2023-08-09 11:27:00+00:00,,2023-08-11 00:44:00+00:00,2023-08-14 11:57:00+00:00,1
36686,complete,f,2022-08-30 05:11:00+00:00,,2022-08-30 05:21:00+00:00,2022-09-02 18:36:00+00:00,1
36689,complete,f,2023-09-12 11:51:00+00:00,,2023-09-15 08:09:00+00:00,2023-09-18 03:09:00+00:00,1
36694,complete,f,2023-07-26 04:36:00+00:00,,2023-07-28 22:41:00+00:00,2023-08-02 09:23:00+00:00,1
36696,complete,f,2023-12-13 00:34:00+00:00,,2023-12-13 09:01:00+00:00,2023-12-14 02:10:00+00:00,1
36703,complete,f,2023-06-29 18:59:00+00:00,,2023-06-30 15:41:00+00:00,2023-07-01 01:19:00+00:00,2
36710,complete,f,2023-08-31 13:42:00+00:00,,2023-09-02 07:59:00+00:00,2023-09-05 17:40:00+00:00,1
36711,complete,f,2022-09-30 10:15:00+00:00,,2022-10-01 05:13:00+00:00,2022-10-03 00:36:00+00:00,1
36712,complete,f,2023-02-15 10:15:00+00:00,,2023-02-15 19:16:00+00:00,2023-02-20 15:46:00+00:00,1
36713,complete,f,2022-01-19 10:15:00+00:00,,2022-01-22 06:00:00+00:00,2022-01-26 09:03:00+00:00,2
36715,complete,f,2022-04-23 04:49:00+00:00,,2022-04-24 01:11:00+00:00,2022-04-25 01:40:00+00:00,1
36725,complete,f,2022-02-02 04:03:00+00:00,,2022-02-04 16:44:00+00:00,2022-02-08 19:25:00+00:00,1
36726,complete,f,2021-01-20 04:03:00+00:00,,2021-01-21 06:00:00+00:00,2021-01-26 04:49:00+00:00,1
36727,complete,f,2022-10-05 07:38:00+00:00,,2022-10-05 22:39:00+00:00,2022-10-08 22:13:00+00:00,1
36731,complete,f,2022-04-07 00:07:00+00:00,,2022-04-09 13:17:00+00:00,2022-04-10 01:25:00+00:00,1
36744,complete,f,2020-09-03 11:51:00+00:00,,2020-09-03 12:48:00+00:00,2020-09-06 12:33:00+00:00,2
36749,complete,f,2023-06-04 04:01:00+00:00,,2023-06-04 23:24:00+00:00,2023-06-08 03:08:00+00:00,1
36761,complete,f,2023-11-08 00:42:00+00:00,,2023-11-09 18:57:00+00:00,2023-11-12 14:08:00+00:00,1
36774,complete,f,2024-01-16 12:17:00+00:00,,2024-01-18 14:23:00+00:00,2024-01-20 18:41:00+00:00,1
36782,complete,f,2022-02-24 06:22:00+00:00,,2022-02-24 09:43:00+00:00,2022-02-24 17:54:00+00:00,1
36794,complete,f,2022-10-24 03:51:00+00:00,,2022-10-25 14:47:00+00:00,2022-10-28 04:05:00+00:00,1
36833,complete,f,2023-02-09 11:20:00+00:00,,2023-02-11 07:57:00+00:00,2023-02-11 16:15:00+00:00,1
36845,complete,f,2023-11-11 05:58:00+00:00,,2023-11-12 21:09:00+00:00,2023-11-15 00:34:00+00:00,2
36848,complete,f,2023-11-11 00:45:00+00:00,,2023-11-11 14:34:00+00:00,2023-11-16 12:38:00+00:00,2
36865,complete,f,2023-03-19 04:48:00+00:00,,2023-03-21 06:01:00+00:00,2023-03-21 09:34:00+00:00,4
36868,complete,f,2021-09-07 01:21:00+00:00,,2021-09-07 04:56:00+00:00,2021-09-07 15:40:00+00:00,3
36876,complete,f,2023-06-29 09:25:00+00:00,,2023-07-01 10:00:00+00:00,2023-07-04 19:36:00+00:00,1
36878,complete,f,2023-11-02 09:25:00+00:00,,2023-11-04 23:21:00+00:00,2023-11-08 10:49:00+00:00,1
36881,complete,f,2023-09-04 03:23:00+00:00,,2023-09-05 18:55:00+00:00,2023-09-10 17:29:00+00:00,1
36918,complete,f,2024-01-15 00:32:00+00:00,,2024-01-17 23:35:00+00:00,2024-01-20 09:30:00+00:00,1
36924,complete,f,2022-04-30 14:20:00+00:00,,2022-05-03 11:47:00+00:00,2022-05-04 14:51:00+00:00,2
36939,complete,f,2020-03-29 01:43:00+00:00,,2020-03-30 06:20:00+00:00,2020-03-31 16:45:00+00:00,2
36956,complete,f,2023-08-22 02:16:00+00:00,,2023-08-22 20:49:00+00:00,2023-08-26 06:21:00+00:00,1
36980,complete,f,2022-02-19 17:17:00+00:00,,2022-02-22 01:52:00+00:00,2022-02-22 18:33:00+00:00,1
36986,complete,f,2022-06-23 08:40:00+00:00,,2022-06-24 21:53:00+00:00,2022-06-26 15:30:00+00:00,1
