id,order_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
95535,65724,9081,shipped,2021-04-27 15:03:54+00:00,2021-04-28 10:27:00+00:00,,,17.950000762939453
97088,66814,24871,shipped,2023-06-29 05:23:39+00:00,2023-06-30 03:33:00+00:00,,,17.950000762939453
100515,69193,28364,shipped,2021-08-18 02:00:15+00:00,2021-08-20 00:56:00+00:00,,,17.950000762939453
101082,69581,13672,shipped,2023-01-16 13:26:20+00:00,2023-01-13 02:09:00+00:00,,,17.950000762939453
103698,71402,12299,shipped,2023-01-06 02:15:08+00:00,2023-01-06 21:55:00+00:00,,,17.950000762939453
108262,74604,13672,shipped,2023-05-16 06:55:26+00:00,2023-05-15 10:16:00+00:00,,,17.950000762939453
118987,81958,26785,shipped,2021-12-14 01:30:22+00:00,2021-12-16 14:49:00+00:00,,,17.950000762939453
119759,82486,25882,shipped,2022-06-05 23:40:53+00:00,2022-06-05 07:49:00+00:00,,,17.950000762939453
126569,87177,26785,shipped,2019-07-03 21:02:07+00:00,2019-07-03 20:08:00+00:00,,,17.950000762939453
127027,87475,2068,shipped,2024-01-15 08:43:34+00:00,2024-01-18 05:48:00+00:00,,,17.950000762939453
128425,88438,2068,shipped,2022-11-22 02:14:00+00:00,2022-11-22 23:41:00+00:00,,,17.950000762939453
129619,89265,9023,shipped,2020-12-13 07:17:07+00:00,2020-12-10 15:49:00+00:00,,,17.950000762939453
129766,89357,12299,shipped,2023-10-29 07:29:52+00:00,2023-11-01 03:08:00+00:00,,,17.950000762939453
130476,89843,9273,shipped,2022-09-01 16:16:46+00:00,2022-08-31 13:14:00+00:00,,,17.950000762939453
136078,93674,25882,shipped,2021-06-27 12:54:16+00:00,2021-06-26 00:35:00+00:00,,,17.950000762939453
139849,96274,28933,shipped,2023-09-15 04:58:39+00:00,2023-09-15 22:00:00+00:00,,,17.950000762939453
141384,97318,24944,shipped,2022-07-28 06:07:51+00:00,2022-07-30 21:19:00+00:00,,,17.950000762939453
142894,98382,16557,shipped,2022-01-04 10:14:36+00:00,2021-12-31 16:53:00+00:00,,,17.950000762939453
143544,98825,9081,shipped,2022-08-23 16:51:30+00:00,2022-08-24 16:17:00+00:00,,,17.950000762939453
143772,98992,9158,shipped,2021-09-30 14:51:42+00:00,2021-10-02 13:41:00+00:00,,,17.950000762939453
145216,99990,24871,shipped,2023-10-31 03:15:57+00:00,2023-10-28 09:48:00+00:00,,,17.950000762939453
145904,100457,13672,shipped,2023-10-07 03:46:44+00:00,2023-10-09 14:06:00+00:00,,,17.950000762939453
146350,100773,16813,shipped,2021-05-16 08:49:39+00:00,2021-05-18 17:09:00+00:00,,,17.950000762939453
148549,102295,28364,shipped,2022-01-13 02:18:23+00:00,2022-01-11 21:06:00+00:00,,,17.950000762939453
151008,103979,9073,shipped,2023-12-31 11:49:41+00:00,2024-01-02 18:30:00+00:00,,,17.950000762939453
152350,104892,13672,shipped,2022-09-02 00:23:59+00:00,2022-09-03 23:32:00+00:00,,,17.950000762939453
152848,105257,28914,shipped,2022-11-26 23:16:34+00:00,2022-11-27 18:59:00+00:00,,,17.950000762939453
156008,107419,28914,shipped,2022-05-11 18:28:26+00:00,2022-05-12 09:10:00+00:00,,,17.950000762939453
156953,108056,26410,shipped,2020-04-27 13:32:53+00:00,2020-04-29 19:59:00+00:00,,,17.950000762939453
161022,110899,16813,shipped,2023-02-27 22:44:26+00:00,2023-03-01 03:18:00+00:00,,,17.950000762939453
161326,111113,9158,shipped,2021-03-17 02:10:49+00:00,2021-03-20 03:52:00+00:00,,,17.950000762939453
163475,112591,25882,shipped,2022-08-13 10:42:04+00:00,2022-08-12 17:29:00+00:00,,,17.950000762939453
167071,115074,9078,shipped,2023-12-31 17:03:58+00:00,2024-01-01 22:09:00+00:00,,,17.950000762939453
170040,117116,18684,shipped,2023-11-27 16:05:30+00:00,2023-11-29 02:13:00+00:00,,,17.950000762939453
170873,117663,570,shipped,2023-10-28 05:32:33+00:00,2023-10-30 18:47:00+00:00,,,17.950000762939453
173827,119685,23422,shipped,2023-09-05 12:11:53+00:00,2023-09-01 16:25:00+00:00,,,17.950000762939453
175370,120779,25882,shipped,2022-11-08 04:34:30+00:00,2022-11-10 02:08:00+00:00,,,17.950000762939453
2904,1997,27564,cancelled,2023-08-14 02:24:56+00:00,,,,17.969999313354492
21742,15046,27521,cancelled,2020-06-11 11:22:51+00:00,,,,17.969999313354492
50393,34669,27564,cancelled,2024-01-12 09:34:57+00:00,,,,17.969999313354492
109857,75696,27521,cancelled,2023-08-30 02:30:48+00:00,,,,17.969999313354492
113906,78476,27741,cancelled,2023-05-25 21:53:26+00:00,,,,17.969999313354492
133621,91972,18705,cancelled,2023-01-15 01:05:37+00:00,,,,17.969999313354492
152068,104699,18705,cancelled,2020-04-24 05:57:14+00:00,,,,17.969999313354492
159880,110110,27508,cancelled,2021-06-12 05:18:26+00:00,,,,17.969999313354492
18926,13089,27741,complete,2022-10-26 10:26:18+00:00,2022-10-27 04:08:00+00:00,2022-10-28 21:55:00+00:00,,17.969999313354492
19486,13488,27741,complete,2023-11-26 05:52:16+00:00,2023-11-25 03:26:00+00:00,2023-11-29 18:35:00+00:00,,17.969999313354492
29516,20405,18705,complete,2023-11-10 06:58:23+00:00,2023-11-12 22:52:00+00:00,2023-11-15 11:29:00+00:00,,17.969999313354492
30595,21133,18705,complete,2020-08-28 03:06:13+00:00,2020-08-29 10:42:00+00:00,2020-08-31 01:22:00+00:00,,17.969999313354492
39046,26893,27741,complete,2023-03-11 07:54:31+00:00,2023-03-07 13:13:00+00:00,2023-03-12 11:20:00+00:00,,17.969999313354492
49233,33858,131,complete,2021-02-10 23:40:09+00:00,2021-02-09 13:02:00+00:00,2021-02-12 23:30:00+00:00,,17.969999313354492
53854,37023,27741,complete,2023-12-26 20:18:18+00:00,2023-12-27 14:07:00+00:00,2023-12-30 15:06:00+00:00,,17.969999313354492
82452,56716,18705,complete,2022-05-29 10:23:15+00:00,2022-05-30 11:00:00+00:00,2022-06-02 11:20:00+00:00,,17.969999313354492
98912,68083,27741,complete,2023-11-25 03:19:32+00:00,2023-11-27 15:12:00+00:00,2023-12-01 00:39:00+00:00,,17.969999313354492
119588,82369,27508,complete,2023-07-13 01:50:07+00:00,2023-07-15 07:39:00+00:00,2023-07-18 23:08:00+00:00,,17.969999313354492
122499,84364,27508,complete,2023-01-03 12:22:22+00:00,2023-01-03 20:44:00+00:00,2023-01-07 23:52:00+00:00,,17.969999313354492
134043,92264,27508,complete,2021-05-19 14:29:59+00:00,2021-05-20 14:24:00+00:00,2021-05-24 00:08:00+00:00,,17.969999313354492
159221,109646,27741,complete,2021-10-24 08:32:48+00:00,2021-10-25 08:39:00+00:00,2021-10-30 00:10:00+00:00,,17.969999313354492
73150,50333,12059,processing,2024-01-15 09:59:04+00:00,,,,17.969999313354492
87642,60289,18705,processing,2023-07-29 15:28:51+00:00,,,,17.969999313354492
93690,64458,27564,processing,2021-06-27 09:34:56+00:00,,,,17.969999313354492
103160,71034,27508,processing,2023-09-13 05:40:29+00:00,,,,17.969999313354492
106159,73131,12059,processing,2022-02-15 13:43:30+00:00,,,,17.969999313354492
114217,78690,27741,processing,2022-03-21 03:24:39+00:00,,,,17.969999313354492
121993,84017,475,processing,2023-11-16 22:43:25+00:00,,,,17.969999313354492
126168,86899,27564,processing,2023-06-24 08:09:58+00:00,,,,17.969999313354492
174121,119899,475,processing,2019-05-30 23:37:48+00:00,,,,17.969999313354492
133984,92224,18705,returned,2023-04-04 07:56:20+00:00,2023-04-06 12:18:00+00:00,2023-04-07 21:05:00+00:00,2023-04-08 06:17:00+00:00,17.969999313354492
905,615,27741,shipped,2023-10-28 03:43:00+00:00,2023-10-27 18:54:00+00:00,,,17.969999313354492
14756,10225,27741,shipped,2023-08-31 21:49:44+00:00,2023-09-01 16:33:00+00:00,,,17.969999313354492
26281,18188,18705,shipped,2022-10-17 05:54:44+00:00,2022-10-17 15:01:00+00:00,,,17.969999313354492
30855,21302,131,shipped,2022-06-07 02:25:08+00:00,2022-06-07 07:16:00+00:00,,,17.969999313354492
50046,34420,475,shipped,2023-10-17 15:17:33+00:00,2023-10-17 05:36:00+00:00,,,17.969999313354492
51532,35420,27521,shipped,2023-01-11 23:40:42+00:00,2023-01-12 18:41:00+00:00,,,17.969999313354492
63055,43411,12059,shipped,2023-12-18 12:43:20+00:00,2023-12-17 13:56:00+00:00,,,17.969999313354492
82150,56506,12059,shipped,2023-05-22 04:17:08+00:00,2023-05-23 18:58:00+00:00,,,17.969999313354492
112502,77531,27564,shipped,2022-05-26 12:05:32+00:00,2022-05-23 20:23:00+00:00,,,17.969999313354492
171595,118147,18705,shipped,2019-10-21 10:58:52+00:00,2019-10-22 07:35:00+00:00,,,17.969999313354492
175618,120942,27741,shipped,2021-04-07 01:20:37+00:00,2021-04-09 18:47:00+00:00,,,17.969999313354492
44888,30879,24852,cancelled,2023-03-15 16:52:55+00:00,,,,17.979999542236328
71074,48878,5260,cancelled,2023-07-12 11:58:26+00:00,,,,17.979999542236328
90373,62182,11657,cancelled,2021-09-01 14:15:26+00:00,,,,17.979999542236328
116607,80323,24852,cancelled,2022-12-30 05:31:06+00:00,,,,17.979999542236328
141203,97195,24852,cancelled,2020-07-18 02:53:55+00:00,,,,17.979999542236328
11617,8026,5260,complete,2023-04-19 09:10:35+00:00,2023-04-21 20:21:00+00:00,2023-04-24 21:11:00+00:00,,17.979999542236328
35341,24332,5260,complete,2023-06-27 07:59:06+00:00,2023-06-27 01:01:00+00:00,2023-07-01 19:45:00+00:00,,17.979999542236328
53409,36713,6747,complete,2022-01-23 10:14:43+00:00,2022-01-22 06:00:00+00:00,2022-01-26 09:03:00+00:00,,17.979999542236328
70891,48749,16116,complete,2023-10-31 08:36:10+00:00,2023-11-02 22:51:00+00:00,2023-11-04 03:47:00+00:00,,17.979999542236328
98078,67510,5260,complete,2023-02-19 05:24:01+00:00,2023-02-19 17:36:00+00:00,2023-02-20 08:56:00+00:00,,17.979999542236328
140605,96781,5260,complete,2023-12-30 08:30:23+00:00,2024-01-01 07:09:00+00:00,2024-01-03 09:37:00+00:00,,17.979999542236328
146951,101199,5260,complete,2020-03-20 16:22:27+00:00,2020-03-20 23:22:00+00:00,2020-03-24 01:11:00+00:00,,17.979999542236328
150232,103463,16116,complete,2023-07-24 11:10:31+00:00,2023-07-23 21:59:00+00:00,2023-07-25 14:29:00+00:00,,17.979999542236328
18875,13052,16116,processing,2022-07-09 02:16:58+00:00,,,,17.979999542236328
69508,47798,6747,processing,2023-06-15 11:40:24+00:00,,,,17.979999542236328
113383,78133,16116,processing,2023-12-02 21:18:14+00:00,,,,17.979999542236328
115028,79241,5260,processing,2024-01-13 12:53:57+00:00,,,,17.979999542236328
161887,111506,5260,processing,2024-01-15 08:37:09+00:00,,,,17.979999542236328
154174,106142,11657,returned,2023-06-11 11:28:34+00:00,2023-06-11 20:12:00+00:00,2023-06-16 08:54:00+00:00,2023-06-18 11:02:00+00:00,17.979999542236328
4005,2773,24852,shipped,2023-11-24 11:35:15+00:00,2023-11-24 07:35:00+00:00,,,17.979999542236328
28204,19485,9236,shipped,2023-03-15 17:41:28+00:00,2023-03-17 15:48:00+00:00,,,17.979999542236328
34569,23808,16116,shipped,2023-04-04 11:28:15+00:00,2023-04-05 12:31:00+00:00,,,17.979999542236328
66571,45810,11657,shipped,2022-04-04 11:49:00+00:00,2022-04-05 10:00:00+00:00,,,17.979999542236328
72094,49586,11657,shipped,2022-03-22 13:28:40+00:00,2022-03-23 19:27:00+00:00,,,17.979999542236328
83527,57477,5260,shipped,2023-03-02 07:21:23+00:00,2023-03-03 21:06:00+00:00,,,17.979999542236328
84896,58411,6747,shipped,2021-10-22 05:10:19+00:00,2021-10-20 14:44:00+00:00,,,17.979999542236328
92607,63723,16116,shipped,2021-10-18 08:13:10+00:00,2021-10-19 12:28:00+00:00,,,17.979999542236328
103201,71065,6747,shipped,2023-04-12 04:24:13+00:00,2023-04-13 05:51:00+00:00,,,17.979999542236328
144243,99322,16116,shipped,2022-04-06 12:43:19+00:00,2022-04-09 12:17:00+00:00,,,17.979999542236328
147230,101383,5260,shipped,2023-09-29 15:29:11+00:00,2023-09-30 11:52:00+00:00,,,17.979999542236328
162669,112042,6747,shipped,2020-01-16 23:40:59+00:00,2020-01-18 04:51:00+00:00,,,17.979999542236328
1595,1087,11558,cancelled,2023-01-21 14:35:27+00:00,,,,17.989999771118164
2278,1548,24972,cancelled,2023-08-05 09:50:44+00:00,,,,17.989999771118164
2734,1869,15930,cancelled,2023-11-08 10:42:43+00:00,,,,17.989999771118164
3315,2281,14002,cancelled,2023-10-16 08:53:36+00:00,,,,17.989999771118164
10366,7144,26826,cancelled,2023-02-18 06:21:42+00:00,,,,17.989999771118164
11124,7676,5893,cancelled,2022-03-20 04:23:25+00:00,,,,17.989999771118164
13151,9123,5893,cancelled,2023-10-29 18:34:22+00:00,,,,17.989999771118164
13331,9239,26959,cancelled,2022-12-16 14:20:36+00:00,,,,17.989999771118164
15312,10604,18305,cancelled,2022-08-22 05:46:43+00:00,,,,17.989999771118164
17151,11869,9528,cancelled,2022-10-20 22:47:45+00:00,,,,17.989999771118164
22393,15506,28633,cancelled,2023-11-11 06:03:30+00:00,,,,17.989999771118164
28400,19624,28566,cancelled,2023-04-24 02:55:00+00:00,,,,17.989999771118164
32370,22331,29082,cancelled,2024-01-10 22:18:09+00:00,,,,17.989999771118164
33791,23293,7400,cancelled,2022-04-09 10:30:23+00:00,,,,17.989999771118164
34437,23721,7257,cancelled,2020-05-20 12:11:24+00:00,,,,17.989999771118164
37794,26024,7438,cancelled,2022-12-13 03:01:56+00:00,,,,17.989999771118164
38915,26808,28346,cancelled,2023-07-07 02:18:57+00:00,,,,17.989999771118164
41760,28740,12248,cancelled,2022-11-06 07:04:37+00:00,,,,17.989999771118164
42794,29448,28445,cancelled,2023-08-20 01:22:32+00:00,,,,17.989999771118164
45249,31137,12216,cancelled,2023-09-03 13:55:06+00:00,,,,17.989999771118164
46816,32229,12248,cancelled,2020-11-19 13:55:54+00:00,,,,17.989999771118164
47040,32382,24972,cancelled,2021-05-23 08:33:56+00:00,,,,17.989999771118164
49919,34331,13841,cancelled,2022-10-15 10:26:48+00:00,,,,17.989999771118164
51871,35648,24913,cancelled,2023-12-26 11:31:14+00:00,,,,17.989999771118164
59005,40637,24913,cancelled,2022-07-05 00:47:36+00:00,,,,17.989999771118164
59352,40887,24967,cancelled,,,,,17.989999771118164
60954,42002,7257,cancelled,2022-01-04 09:07:27+00:00,,,,17.989999771118164
61121,42121,5109,cancelled,2023-11-28 10:42:16+00:00,,,,17.989999771118164
63611,43792,24913,cancelled,2023-09-06 17:01:20+00:00,,,,17.989999771118164
66611,45833,18493,cancelled,2023-10-22 07:09:57+00:00,,,,17.989999771118164
67384,46354,19668,cancelled,2023-07-20 06:41:00+00:00,,,,17.989999771118164
69622,47883,26755,cancelled,2022-11-14 16:01:42+00:00,,,,17.989999771118164
73224,50385,22545,cancelled,2023-08-14 08:28:06+00:00,,,,17.989999771118164
73916,50872,26793,cancelled,2023-12-05 00:11:06+00:00,,,,17.989999771118164
74748,51458,7400,cancelled,2022-05-17 11:32:40+00:00,,,,17.989999771118164
75400,51894,1249,cancelled,2023-11-29 01:55:04+00:00,,,,17.989999771118164
76565,52686,9036,cancelled,2023-01-10 17:58:50+00:00,,,,17.989999771118164
77833,53538,7438,cancelled,2022-08-02 00:51:44+00:00,,,,17.989999771118164
78324,53867,6163,cancelled,2022-11-05 08:39:56+00:00,,,,17.989999771118164
79791,54910,27067,cancelled,2022-02-12 10:37:20+00:00,,,,17.989999771118164
80535,55420,29082,cancelled,2021-10-28 22:55:11+00:00,,,,17.989999771118164
84131,57871,22062,cancelled,2022-12-24 11:12:36+00:00,,,,17.989999771118164
84540,58166,12216,cancelled,2023-09-12 22:32:33+00:00,,,,17.989999771118164
86161,59261,28445,cancelled,2023-02-08 15:58:33+00:00,,,,17.989999771118164
86406,59430,26755,cancelled,2023-10-08 01:06:53+00:00,,,,17.989999771118164
91267,62804,24967,cancelled,2022-06-26 15:08:00+00:00,,,,17.989999771118164
93340,64236,28346,cancelled,2023-09-20 13:16:37+00:00,,,,17.989999771118164
93957,64628,5109,cancelled,2023-12-19 00:38:47+00:00,,,,17.989999771118164
98075,67508,23776,cancelled,2023-03-02 06:58:28+00:00,,,,17.989999771118164
100921,69471,28744,cancelled,2024-01-12 15:38:50+00:00,,,,17.989999771118164
104936,72290,28445,cancelled,2023-06-24 10:45:31+00:00,,,,17.989999771118164
105842,72912,13841,cancelled,2023-06-09 12:03:55+00:00,,,,17.989999771118164
110797,76357,24972,cancelled,2021-07-21 14:56:44+00:00,,,,17.989999771118164
111001,76490,13841,cancelled,2023-01-14 14:59:52+00:00,,,,17.989999771118164
118985,81956,24972,cancelled,2021-08-20 04:47:18+00:00,,,,17.989999771118164
119541,82339,28451,cancelled,2023-03-16 06:10:40+00:00,,,,17.989999771118164
119790,82505,26510,cancelled,2023-01-07 16:29:07+00:00,,,,17.989999771118164
120728,83129,29070,cancelled,2022-09-22 07:05:14+00:00,,,,17.989999771118164
121515,83678,23415,cancelled,2022-04-26 16:08:34+00:00,,,,17.989999771118164
121935,83984,28675,cancelled,2020-01-13 00:29:50+00:00,,,,17.989999771118164
126442,87087,26826,cancelled,2024-01-11 11:31:13+00:00,,,,17.989999771118164
129978,89503,24967,cancelled,2023-08-29 12:59:03+00:00,,,,17.989999771118164
130269,89703,23776,cancelled,2023-10-06 08:37:35+00:00,,,,17.989999771118164
133612,91966,6017,cancelled,2022-03-06 09:34:58+00:00,,,,17.989999771118164
134622,92651,28529,cancelled,2023-10-02 04:40:16+00:00,,,,17.989999771118164
137373,94574,28529,cancelled,2022-10-12 06:45:21+00:00,,,,17.989999771118164
139372,95940,14321,cancelled,2023-12-17 21:08:03+00:00,,,,17.989999771118164
143041,98477,28465,cancelled,2023-12-10 11:33:54+00:00,,,,17.989999771118164
155488,107061,5482,cancelled,2023-05-14 13:28:49+00:00,,,,17.989999771118164
155797,107272,12347,cancelled,2021-06-24 11:29:16+00:00,,,,17.989999771118164
160690,110679,26998,cancelled,2021-10-31 01:23:05+00:00,,,,17.989999771118164
161921,111524,9469,cancelled,2023-09-18 07:59:25+00:00,,,,17.989999771118164
167485,115358,7401,cancelled,2023-09-15 09:06:14+00:00,,,,17.989999771118164
168412,115991,1249,cancelled,2021-09-16 03:06:57+00:00,,,,17.989999771118164
169583,116800,28859,cancelled,2022-04-23 09:20:54+00:00,,,,17.989999771118164
172252,118596,7257,cancelled,2023-10-17 01:31:43+00:00,,,,17.989999771118164
173815,119675,27067,cancelled,2020-03-04 21:49:57+00:00,,,,17.989999771118164
178422,122898,13841,cancelled,2022-12-19 22:44:28+00:00,,,,17.989999771118164
179878,123902,26998,cancelled,2021-06-16 02:28:35+00:00,,,,17.989999771118164
644,436,11326,complete,2023-05-26 02:47:52+00:00,2023-05-24 11:55:00+00:00,2023-05-24 22:13:00+00:00,,17.989999771118164
887,601,24967,complete,2023-12-08 06:17:23+00:00,2023-12-09 06:11:00+00:00,2023-12-11 01:44:00+00:00,,17.989999771118164
2379,1614,24652,complete,2023-04-04 23:53:22+00:00,2023-04-06 00:18:00+00:00,2023-04-06 03:32:00+00:00,,17.989999771118164
2441,1662,15675,complete,2020-09-17 10:08:52+00:00,2020-09-20 06:23:00+00:00,2020-09-20 19:40:00+00:00,,17.989999771118164
3163,2179,1573,complete,2023-05-22 16:07:14+00:00,2023-05-21 23:39:00+00:00,2023-05-26 16:19:00+00:00,,17.989999771118164
4558,3143,5109,complete,2023-06-10 13:17:35+00:00,2023-06-07 16:29:00+00:00,2023-06-11 08:38:00+00:00,,17.989999771118164
5341,3694,23415,complete,2024-01-08 02:04:11+00:00,2024-01-09 14:59:00+00:00,2024-01-12 19:32:00+00:00,,17.989999771118164
5376,3720,6975,complete,2024-01-14 08:07:49+00:00,2024-01-16 15:11:00+00:00,2024-01-21 07:39:00+00:00,,17.989999771118164
5396,3735,28641,complete,2023-03-18 15:23:35+00:00,2023-03-18 06:51:00+00:00,2023-03-22 16:08:00+00:00,,17.989999771118164
5481,3797,27033,complete,2021-11-11 08:58:09+00:00,2021-11-11 20:15:00+00:00,2021-11-14 19:23:00+00:00,,17.989999771118164
6884,4769,27033,complete,2022-10-26 09:10:06+00:00,2022-10-27 08:00:00+00:00,2022-10-30 06:54:00+00:00,,17.989999771118164
10409,7175,7408,complete,2023-01-01 15:00:55+00:00,2022-12-31 12:04:00+00:00,2023-01-01 07:06:00+00:00,,17.989999771118164
10989,7576,12347,complete,2024-01-01 02:20:49+00:00,2023-12-29 15:19:00+00:00,2023-12-31 04:07:00+00:00,,17.989999771118164
11969,8279,29003,complete,2023-08-21 09:08:40+00:00,2023-08-22 04:28:00+00:00,2023-08-25 09:21:00+00:00,,17.989999771118164
12301,8527,5482,complete,,,,,17.989999771118164
12620,8755,10778,complete,2021-03-20 08:15:25+00:00,2021-03-21 18:34:00+00:00,2021-03-24 01:28:00+00:00,,17.989999771118164
13723,9515,28445,complete,2023-11-25 14:05:24+00:00,2023-11-26 08:59:00+00:00,2023-11-28 14:09:00+00:00,,17.989999771118164
15539,10758,9528,complete,2021-02-05 00:47:26+00:00,2021-02-06 06:29:00+00:00,2021-02-08 06:57:00+00:00,,17.989999771118164
17614,12189,1573,complete,2022-03-14 00:00:01+00:00,2022-03-11 10:54:00+00:00,2022-03-15 12:43:00+00:00,,17.989999771118164
21744,15048,12347,complete,2020-05-05 13:14:41+00:00,2020-05-06 07:54:00+00:00,2020-05-09 15:34:00+00:00,,17.989999771118164
24548,16986,24913,complete,2020-06-23 15:48:33+00:00,2020-06-22 05:29:00+00:00,2020-06-26 11:59:00+00:00,,17.989999771118164
25572,17689,11062,complete,2023-10-05 10:22:54+00:00,2023-10-07 09:56:00+00:00,2023-10-10 23:29:00+00:00,,17.989999771118164
26135,18079,1685,complete,2023-09-03 04:44:37+00:00,2023-09-05 16:48:00+00:00,2023-09-08 10:00:00+00:00,,17.989999771118164
26349,18232,26805,complete,2023-01-05 13:17:02+00:00,2023-01-07 20:59:00+00:00,2023-01-11 19:16:00+00:00,,17.989999771118164
26999,18676,1249,complete,2020-12-22 08:41:41+00:00,2020-12-22 20:23:00+00:00,2020-12-24 16:24:00+00:00,,17.989999771118164
27066,18716,7671,complete,2023-12-21 11:49:37+00:00,2023-12-21 02:12:00+00:00,2023-12-22 00:42:00+00:00,,17.989999771118164
27960,19317,11429,complete,2023-11-18 10:31:30+00:00,2023-11-20 13:36:00+00:00,2023-11-21 18:08:00+00:00,,17.989999771118164
28368,19599,28451,complete,2021-07-26 23:42:16+00:00,2021-07-28 23:34:00+00:00,2021-07-30 15:50:00+00:00,,17.989999771118164
30882,21321,22138,complete,2023-11-27 16:05:23+00:00,2023-11-28 12:01:00+00:00,2023-11-29 17:49:00+00:00,,17.989999771118164
31215,21551,11326,complete,2022-08-18 11:10:37+00:00,2022-08-18 08:09:00+00:00,2022-08-20 11:16:00+00:00,,17.989999771118164
32030,22102,27244,complete,2022-08-03 03:47:31+00:00,2022-08-03 07:58:00+00:00,2022-08-03 21:13:00+00:00,,17.989999771118164
33921,23375,5893,complete,2023-08-28 21:35:14+00:00,2023-08-29 10:26:00+00:00,2023-09-03 07:21:00+00:00,,17.989999771118164
34111,23503,28633,complete,2023-07-05 04:58:06+00:00,2023-07-04 02:19:00+00:00,2023-07-05 14:18:00+00:00,,17.989999771118164
34486,23756,29077,complete,2021-11-21 04:51:07+00:00,2021-11-23 01:34:00+00:00,2021-11-26 04:43:00+00:00,,17.989999771118164
35278,24294,19668,complete,2021-02-12 16:13:57+00:00,2021-02-12 20:57:00+00:00,2021-02-15 08:48:00+00:00,,17.989999771118164
35836,24667,28953,complete,2023-08-04 10:28:17+00:00,2023-08-06 04:26:00+00:00,2023-08-07 04:22:00+00:00,,17.989999771118164
36736,25289,28529,complete,2023-01-18 07:01:19+00:00,2023-01-20 01:04:00+00:00,2023-01-22 21:04:00+00:00,,17.989999771118164
38376,26433,297,complete,2022-12-05 04:45:39+00:00,2022-12-07 15:26:00+00:00,2022-12-11 08:48:00+00:00,,17.989999771118164
38377,26434,9528,complete,2022-01-15 00:46:40+00:00,2022-01-17 17:50:00+00:00,2022-01-18 15:05:00+00:00,,17.989999771118164
39562,27238,2006,complete,2023-11-29 10:10:29+00:00,2023-11-28 13:04:00+00:00,2023-12-03 01:45:00+00:00,,17.989999771118164
39639,27295,12216,complete,2022-06-17 03:45:39+00:00,2022-06-19 22:42:00+00:00,2022-06-23 13:27:00+00:00,,17.989999771118164
40685,27989,27229,complete,2024-01-04 10:12:51+00:00,2024-01-03 16:20:00+00:00,2024-01-06 23:11:00+00:00,,17.989999771118164
41329,28432,18493,complete,2023-07-03 10:21:37+00:00,2023-07-04 13:25:00+00:00,2023-07-09 01:40:00+00:00,,17.989999771118164
41388,28471,297,complete,2023-09-16 05:42:09+00:00,2023-09-17 12:00:00+00:00,2023-09-20 04:49:00+00:00,,17.989999771118164
42051,28944,26510,complete,2021-09-10 05:42:08+00:00,2021-09-09 09:05:00+00:00,2021-09-09 23:29:00+00:00,,17.989999771118164
44359,30533,7671,complete,2022-03-16 02:17:14+00:00,2022-03-16 20:37:00+00:00,2022-03-18 14:45:00+00:00,,17.989999771118164
44698,30755,9528,complete,2021-06-02 02:45:25+00:00,2021-05-31 15:35:00+00:00,2021-06-03 11:10:00+00:00,,17.989999771118164
48251,33193,28541,complete,2023-03-08 23:14:43+00:00,2023-03-06 12:24:00+00:00,2023-03-08 10:31:00+00:00,,17.989999771118164
49102,33775,28513,complete,2020-08-22 17:15:57+00:00,2020-08-22 05:34:00+00:00,2020-08-23 02:03:00+00:00,,17.989999771118164
49177,33824,26510,complete,2023-06-24 13:53:14+00:00,2023-06-24 14:34:00+00:00,2023-06-26 09:32:00+00:00,,17.989999771118164
49269,33889,28946,complete,2022-11-24 13:03:18+00:00,2022-11-23 19:03:00+00:00,2022-11-28 07:05:00+00:00,,17.989999771118164
50067,34436,5893,complete,2021-06-17 10:41:53+00:00,2021-06-15 00:27:00+00:00,2021-06-16 17:10:00+00:00,,17.989999771118164
50477,34733,6975,complete,2023-12-11 12:12:39+00:00,2023-12-11 17:21:00+00:00,2023-12-14 06:44:00+00:00,,17.989999771118164
53012,36436,7400,complete,2022-01-06 09:09:57+00:00,2022-01-09 09:18:00+00:00,2022-01-10 19:48:00+00:00,,17.989999771118164
53454,36746,28541,complete,2023-06-11 23:08:07+00:00,2023-06-14 22:56:00+00:00,2023-06-15 08:00:00+00:00,,17.989999771118164
55254,38005,10322,complete,2019-11-05 10:46:55+00:00,2019-11-04 20:00:00+00:00,2019-11-08 00:42:00+00:00,,17.989999771118164
56973,39226,24972,complete,2023-05-08 23:58:16+00:00,2023-05-10 04:11:00+00:00,2023-05-14 14:50:00+00:00,,17.989999771118164
56994,39241,26959,complete,2023-07-23 01:50:47+00:00,2023-07-23 04:27:00+00:00,2023-07-23 04:43:00+00:00,,17.989999771118164
57276,39438,11062,complete,2023-06-07 21:37:24+00:00,2023-06-10 11:10:00+00:00,2023-06-12 04:45:00+00:00,,17.989999771118164
57458,39564,15930,complete,2023-10-18 11:57:06+00:00,2023-10-19 19:32:00+00:00,2023-10-20 16:27:00+00:00,,17.989999771118164
57622,39666,18406,complete,2023-11-16 00:16:21+00:00,2023-11-17 01:14:00+00:00,2023-11-20 21:29:00+00:00,,17.989999771118164
59550,41033,28675,complete,2022-07-23 14:49:38+00:00,2022-07-25 08:37:00+00:00,2022-07-29 18:53:00+00:00,,17.989999771118164
